"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YGR087C",3221.52125848092,1.38818875190567,0.0526781255063086,26.3522807344279,4.83261746801311e-153,1.57284261304303e-151
"YGR088W",3844.1519925694,1.54133678488248,0.0567844386186225,27.1436474917796,3.00927265220522e-162,1.03828128557507e-160
"YGR138C",4181.60296901846,-2.34259321679052,0.0637487502884985,-36.7472806319964,1.28491266999197e-295,1.01411732479116e-293
"YGR142W",3600.25366582822,1.25363018823696,0.198890400366393,6.30312064296485,2.91711647403044e-10,9.04649971366808e-10
"YGR144W",126014.888738274,-5.82611666214616,0.0994041719560025,-58.6103837243861,0,0
"YGR154C",2078.23972527424,-1.66933493293705,0.0751430585415447,-22.2154243563845,2.43669156108964e-109,5.4364913486643e-108
"YGR155W",31292.0799417197,-1.72866735273498,0.0506635149018448,-34.1205570928921,3.65626462932185e-255,2.28570840292457e-253
"YGR157W",2776.32895524765,-1.01755156636465,0.0888048097704438,-11.4582934076991,2.13683769341452e-30,1.60047368875674e-29
"YGR159C",26590.4972977671,1.08759013597394,0.238110387518731,4.56758794652914,4.93368695409918e-06,1.0953340164621e-05
"YGR161C-D",57.6601695158985,-1.46405074188025,0.239274419127073,-6.11870983626849,9.43360004050947e-10,2.83907295785399e-09
"YNCG0037W",33.3403036974077,1.40606381490274,0.306474900531698,4.58785960110726,4.47813627397411e-06,9.98762007554664e-06
"YGR174C",1911.39259767719,1.9439580562872,0.0701300502951714,27.7193307021062,4.08374632675378e-169,1.50788153842827e-167
"YGR174W-A",377.869119949376,2.41537401643137,0.117635795122342,20.5326449650752,1.10020171062294e-93,2.14403506199791e-92
"YGR183C",4388.11235752159,1.9004541610027,0.0746131514910894,25.4707665206939,4.15717800132608e-143,1.25590535408483e-141
"YGR201C",10422.8522180534,2.38705975060472,0.0673999005834905,35.4163690144882,9.55956628413097e-275,6.70656683533366e-273
"YGR204W",40574.432643967,-1.44882845078938,0.0500049608219944,-28.973694348984,1.41171831177959e-184,5.90303935137505e-183
"YGR236C",916.643399410597,4.01099827269281,0.117350263923978,34.1797124145476,4.84106948524494e-256,3.05665127298365e-254
"YGR243W",4793.0780477182,2.52011281711237,0.0989297135079798,25.473770495748,3.85049168061565e-143,1.16884636881765e-141
"YGR244C",9982.25850646883,1.3205560068861,0.0459167870963816,28.7597650095636,6.83783479943853e-182,2.7854250918487e-180
"YGR256W",4518.31872872992,1.78498470830518,0.0609093849122255,29.3055776359827,8.80581281566669e-189,3.8611043137583e-187
"YGR267C",7678.75779017259,-1.24290160203809,0.0484008723113855,-25.6793223486122,1.98983583281023e-145,6.12869436505552e-144
"YGR273C",184.329909051251,1.54117672139446,0.168964724108162,9.12129279960164,7.42334441787363e-20,3.76171722748428e-19
"YGR282C",73253.4244540226,1.06720450891805,0.0364859432956188,29.2497442171435,4.52402222519673e-188,1.94317526053688e-186
"YGR288W",1255.53052144035,-1.00137375805136,0.0781146596810788,-12.8192808128423,1.2788115845892e-37,1.13884574684009e-36
"YGR292W",523.779132433281,4.25553759341233,0.136428052515505,31.1925407930944,1.34491222812907e-213,6.68643764441491e-212
"YGR294W",65.460622980256,1.15526212661089,0.231434078668986,4.99175459921452,5.98332456358856e-07,1.46032900249316e-06
"YGR295C",4459.84415734257,-1.10614846290142,0.0833585024179827,-13.2697736981272,3.46625934798738e-40,3.30105000349808e-39
"YHL047C",11034.3718253728,-3.43975810640783,0.0731544415827923,-47.0204957072209,0,0
"YHL044W",1622.52384345456,-1.00990134650618,0.0663088059614359,-15.2302749516184,2.22653185298709e-52,2.69833437999241e-51
"YHL040C",5073.93428250874,-2.04734903593433,0.0949310304720188,-21.5666998004177,3.69106155166565e-103,7.74264539442423e-102
"YHL037C",31.248020044811,-1.40603910966285,0.327438702831221,-4.2940528944973,1.75440647621232e-05,3.70726990990783e-05
"YHL036W",4494.03835894514,-2.52803209763245,0.102830910543368,-24.5843597443035,1.85687648849638e-133,5.05358540877851e-132
"YHL032C",7962.05842407748,1.35734672317957,0.0494433595860387,27.4525585345306,6.47576762411006e-166,2.28424563009111e-164
"YHL028W",6397.5137059625,-2.22394044481114,0.0534187976401778,-41.6321696304608,0,0
"YHL016C",1778.06274437971,-1.63964017567983,0.0661397732852706,-24.7905321448234,1.13413675326464e-135,3.21118361440043e-134
"YHR001W-A",5039.28714787758,3.44445196723099,0.0893022058431026,38.5707378077832,0,0
"YHR008C",9945.11855268648,2.11458255556634,0.0499717685126481,42.3155437260765,0,0
"YHR018C",61086.3495218047,-2.848689091302,0.0564434581562617,-50.4697831131379,0,0
"YHR021W-A",554.325530294629,1.38243079042726,0.104095576424935,13.2803990131526,3.00787088488442e-40,2.8731765154554e-39
"YHR022C",1170.9189333221,1.13598892801307,0.104541317915931,10.8664110101098,1.6662721521459e-27,1.13738836417829e-26
"YHR029C",4286.19080615971,-2.18093870252007,0.0538943437138158,-40.4669312627883,0,0
"YHR033W",16382.1816909506,4.10770897763904,0.0749721092647116,54.7898280830746,0,0
"YHR043C",3890.47806544362,1.25261292565971,0.0726405412123793,17.2439921943512,1.24158950381197e-66,1.80631247167483e-65
"YHR050W-A",410.672525004759,1.53186738434638,0.109624934902181,13.9737130581949,2.25553954815643e-44,2.35396309207599e-43
"YHR051W",4021.3704307859,1.83152699898568,0.0696192161854599,26.3077796524834,1.56236900741378e-152,5.05887072451826e-151
"YHR071W",13605.9069409812,-1.26878544276499,0.0813060850875149,-15.6050490120058,6.7258059347566e-55,8.47639494452159e-54
"YHR087W",3142.86980120377,1.37194481852209,0.100932556894304,13.592688630278,4.42520836383402e-42,4.40706082164795e-41
"YHR092C",2095.09566255045,-1.91542560322737,0.0923016182821668,-20.751809544356,1.18063276949554e-95,2.31506686540212e-94
"YHR094C",8652.28575033179,-4.77994258605895,0.0773703847318446,-61.7800028088989,0,0
"YHR096C",11251.2187078262,2.21826712669945,0.0546443261634439,40.5946469184103,0,0
"YHR112C",11354.4213380208,-2.02727727150804,0.0737207369576672,-27.499416787873,1.78405600093432e-166,6.36414101124252e-165
"YHR122W",2655.53644743069,-1.0476052872002,0.0515435866315529,-20.3246486258078,7.78443058684201e-92,1.48942105228244e-90
"YHR126C",1416.03801397954,2.78519508549232,0.0875362132910204,31.8176327348401,3.69217930447889e-222,1.91085410889178e-220
"YHR136C",178.988437575284,-1.22381520651357,0.149049634214298,-8.21078973433787,2.19738390839087e-16,9.50293287505476e-16
"YHR138C",5046.59823370691,1.77775231483327,0.0604998020716217,29.3844319148137,8.68273883931893e-190,3.88814276818863e-188
"YHR139C",95.8267921191399,2.28982823976063,0.215140356587593,10.6434156570171,1.87140691324164e-26,1.21815085053688e-25
"YHR143W",13480.3457987189,-1.32161261026719,0.0542618664306386,-24.3561951920061,4.98417960230055e-131,1.31125458370524e-129
"YHR162W",40993.1527019778,-1.25683287133337,0.0437950793335195,-28.6980384659659,4.0364486441943e-181,1.62332081142948e-179
"YHR176W",2805.12488368785,-1.5432417311531,0.0821558620191922,-18.7843167027155,1.01484140264678e-78,1.6730309703164e-77
"YHR185C",335.254327417382,2.59219723010508,0.308224474350336,8.41009538768398,4.09677413738899e-17,1.83194276936785e-16
"YHR208W",34167.2471545941,-1.16230546282669,0.0475210653731818,-24.4587416906404,4.06236787222605e-132,1.08685554005234e-130
"YHR216W",5594.42064560305,-1.74561302762245,0.271378273940687,-6.43239785659473,1.25606438978987e-10,3.97932290874723e-10
"YIL165C",1361.69366686185,-1.8042516928904,0.0654232852015475,-27.5781273797562,2.03608893637998e-167,7.43113615277642e-166
"YIL164C",1904.8562947097,-1.9686305611043,0.0639786949874726,-30.7700955996331,6.58582539717694e-208,3.17426729448666e-206
"YIL163C",174.585806331566,-1.93793917083508,0.148552992822048,-13.0454401087465,6.74662722219211e-39,6.1647184198149e-38
"YIL162W",12839.795625925,3.1185100412552,0.238751130205454,13.0617603299788,5.44538837388672e-39,5.0046844530889e-38
"YIL160C",711.914848983949,1.99169586174078,0.10623978407041,18.7471753558985,2.04150147511487e-78,3.33938868235111e-77
"YIL155C",2146.912625686,2.34905268101331,0.0781445575303806,30.0603491177241,1.59911749751965e-198,7.42413814657286e-197
"YIL136W",12619.0996026256,2.33834540026087,0.05153305176981,45.3756437850002,0,0
"YIL125W",9791.61818064732,1.26068789301099,0.0546873935081261,23.0526235049703,1.38442757150425e-117,3.32367896824252e-116
"YIL121W",12681.4007579792,-1.65739427404465,0.0412843233052591,-40.1458505638997,0,0
"YIL119C",3716.96047051052,-1.03496773114456,0.0674636653841098,-15.3411132533622,4.06169147282388e-53,4.96044873489555e-52
"YIL117C",3153.23172707409,-1.44295444336106,0.0586261430742156,-24.6128155068023,9.21061185720403e-134,2.5175672409691e-132
"YIL116W",13727.6981178302,-1.31925001523439,0.0543378722374284,-24.278646934682,3.29575625236208e-130,8.5635411429688e-129
"YIL101C",2848.95071092811,1.81149532299324,0.0720057087855873,25.1576625457207,1.16510108544571e-139,3.42160383883916e-138
"YIL074C",23114.6767706992,-3.181255606039,0.0815753015078055,-38.9977793184694,0,0
"YIL073C",1978.86286494071,-1.66994794895832,0.0708311079064074,-23.5764764708312,6.71949642759779e-123,1.67035041117529e-121
"YIL057C",1425.47516780843,6.01203222219552,0.246522854658631,24.3873219402744,2.33119805621088e-131,6.18453131383004e-130
"YIL046W",8701.73989135182,-1.13871624877035,0.0466404712913774,-24.4147672019959,1.19192334308903e-131,3.17544472078656e-130
"YIL045W",5219.01612176027,1.02401089540318,0.0661627345836314,15.4771549550874,4.94879406677693e-54,6.11481129894903e-53
"YIL024C",1318.3466088191,1.53088743313935,0.0640089170810607,23.9167838318626,2.0489650907006e-126,5.23771885938607e-125
"YIL009C-A",1598.07116268895,-1.33652703272415,0.0648795034300047,-20.6001427579677,2.7363524888198e-94,5.34901845647313e-93
"YIR017C",6331.96601008825,-2.58896373496538,0.0899582034515181,-28.7796291570082,3.85857070593519e-182,1.59235395014868e-180
"YIR034C",9022.51271298906,-2.06748177615411,0.047453408861879,-43.5686671567023,0,0
"YIR038C",9898.09532388086,1.10228242304917,0.0627883517433668,17.5555241130473,5.39665426809094e-69,8.07452015372659e-68
"YJL218W",416.698478942894,-1.09604810309851,0.106110839882808,-10.3292755415847,5.19514584959672e-25,3.22538356876634e-24
"YJL217W",4089.09079510298,-1.0785310104458,0.0611299544301366,-17.6432490503231,1.14673780552827e-69,1.73217763256113e-68
"YJL213W",2703.85898034735,-3.06374488036539,0.0584156682349492,-52.4473137590917,0,0
"YJL212C",2285.81354888704,-1.3647724378467,0.0616022777874667,-22.1545775069436,9.42400618570088e-109,2.08053059638166e-107
"YJL166W",5164.21443699744,2.20281933404834,0.0597923566160691,36.8411525940146,4.05263837994135e-297,3.23903275075313e-295
"YJL160C",709.63732210143,-1.02300838070332,0.0789427239246127,-12.9588685295462,2.09312127273542e-38,1.89612162353679e-37
"YNCJ0004C",99.3718209181629,1.69345003519051,0.222163860659834,7.62252704000061,2.48756989310953e-14,9.76166333442732e-14
"YJL116C",17570.672262917,3.12971934934215,0.0672919600844136,46.5095584289135,0,0
"YJL103C",1806.4788332014,1.35800997523014,0.0603357416856898,22.5075541841268,3.50057085861126e-112,8.03731069137146e-111
"YJL102W",896.548164420282,1.66210089748098,0.0735585683362697,22.595612381725,4.78635820053357e-113,1.11106859110915e-111
"YJL101C",5865.13138146754,-1.85979589322059,0.071633220535526,-25.9627569347973,1.3051101229336e-148,4.14093734482551e-147
"YJL089W",1199.04765071474,-1.63391324382655,0.0935959925415177,-17.4570854954262,3.04066874964916e-68,4.49620198718613e-67
"YJL088W",8929.75704030349,-2.47560760005253,0.0508360329231894,-48.6978911944809,0,0
"YJL071W",2454.87615139802,-1.15447056784948,0.0523805320699029,-22.040069511108,1.18954551139709e-107,2.59888939756445e-106
"YJL060W",10473.0354223306,-2.72677093947477,0.0839417890671073,-32.4840698510114,1.79010241980403e-231,9.74371265400229e-230
"YJL026W",27244.8992230331,1.5087228003668,0.0596020778222819,25.3132584549389,2.28255869110337e-141,6.83036757138705e-140
"YJR004C",4766.21257269213,-1.76086149059338,0.0517681184133269,-34.0144000702192,1.3646318428311e-253,8.36532568508309e-252
"YJR005C-A",109.187102221549,-1.99883079818205,0.184657630704319,-10.8245231489115,2.63446866091312e-27,1.76957820478781e-26
"YJR010W",34737.8883891448,-5.11283355525164,0.0988578206570097,-51.7190599719043,0,0
"YJR027W",152.301942384466,-1.71077139079348,0.15906876015872,-10.7549174903134,5.61842786900785e-27,3.72633966018021e-26
"YJR048W",212.268803684998,1.46886576051238,0.187689414550441,7.82604476672614,5.03458126477038e-15,2.03510538449169e-14
"YJR070C",13851.762539539,1.13408869907784,0.0641527873005389,17.6779333649983,6.20285250622265e-70,9.39204094107669e-69
"YJR077C",14099.9822389652,2.08039267769558,0.0576597235516194,36.0805177262622,4.58394835646488e-285,3.4050646967905e-283
"YJR109C",21928.3102363847,-1.94675735211792,0.0653021512787772,-29.81153475032,2.76898893808583e-195,1.26691276486043e-193
"YJR111C",3957.75760952352,-1.47188777339577,0.0502853379744166,-29.2707145399842,2.44755604856861e-188,1.0584841705933e-186
"YJR115W",514.404753924325,2.49365552994117,0.0993003595086181,25.1122507741248,3.65476503840286e-139,1.0585406629576e-137
"YJR120W",764.169788628053,1.31852446176836,0.0762318861486395,17.2962329594923,5.02170059979633e-67,7.33958740442454e-66
"YJR121W",36250.2444051956,1.4419877628199,0.0407902165721705,35.3513142120384,9.57046421940944e-274,6.64042978915947e-272
"YJR130C",5366.95358353396,-1.1428112074356,0.056430017307421,-20.2518315954036,3.42274158101252e-91,6.41281612537479e-90
"YJR137C",32631.6272504125,-3.933746882231,0.0771804635554164,-50.9681686403261,0,0
"YJR139C",21170.4596898026,-1.2473035988601,0.0630274955174707,-19.789832812163,3.64248002670569e-87,6.53369854790333e-86
"YJR147W",1855.19505654421,-1.54659194100111,0.0603334314343481,-25.6340788884855,6.36368842656601e-145,1.94107868238347e-143
"YJR150C",44004.0321166837,-1.50514560627973,0.0801390606309117,-18.7816726878273,1.06666274424055e-78,1.7493269005545e-77
"YJR159W",34.9709162216786,1.72528904613421,0.308137048487428,5.59909642350133,2.15471930674294e-08,5.94100336365717e-08
"YKL221W",564.37187651077,1.4545666152749,0.0929180807291142,15.654290358358,3.10558019260469e-55,3.93747657351526e-54
"YKL220C",552.127509696896,-1.2220728195751,0.0894045109671022,-13.6690286245711,1.55456517931046e-42,1.5704839267466e-41
"YKL217W",2660.03487744239,2.28853211867823,0.054558952879678,41.9460418114193,0,0
"YKL216W",16015.6475346771,-1.38464681267784,0.0640046246589994,-21.6335432018372,8.68495431413607e-104,1.84016112548507e-102
"YKL211C",10056.6464905269,-1.65026434976053,0.0442144623363379,-37.3240849839364,6.6768524858971e-305,5.54705876262556e-303
"YKL201C",7342.65949753037,-1.48518881563323,0.0590553396217211,-25.1491029455864,1.44549233396905e-139,4.22538823920398e-138
"YKL178C",2947.43676030599,-1.5026760570087,0.0623914646406676,-24.0846414756103,3.62129656733992e-128,9.37084693696075e-127
"YKL175W",19951.7874986763,-1.43000154858175,0.0749670690950243,-19.075062768816,4.06933584177715e-81,6.85167640132825e-80
"YKL171W",2836.63044652322,1.1495014963892,0.05975315496838,19.2375029736504,1.79657162486278e-82,3.07413366920964e-81
"YKL163W",26607.5665284343,1.82153818391276,0.0554946035569658,32.8236993718305,2.70362523197031e-236,1.52416872452326e-234
"YKL150W",10456.2188198588,1.80302040941745,0.0631033159262926,28.5725145018284,1.47547712490047e-179,5.85922174001358e-178
"YKL148C",11873.8238746013,2.54366268530863,0.0640090963783018,39.7390813061203,0,0
"YKL141W",10674.4445565452,1.94890014989569,0.06946626405017,28.055347103281,3.43746224224003e-173,1.2996488980541e-171
"YKL128C",2976.31099412016,-1.64121071325794,0.0573689209607192,-28.6080108493182,5.3413480862396e-180,2.13451087446309e-178
"YKL127W",2522.38142341618,-1.0279831266285,0.0521498400767954,-19.7121050633079,1.69756268488275e-86,3.01078954841284e-85
"YKL120W",13034.4723637408,-1.34431527808309,0.0543785067799375,-24.721445249009,6.29004286887197e-135,1.74190046816042e-133
"YKL109W",5297.41709259163,2.66885761251622,0.0653907074079496,40.814019580277,0,0
"YKL107W",616.320416535376,1.32853139642685,0.0837400933199569,15.864938093044,1.10826713043043e-56,1.43100177127561e-55
"YKL096W-A",29436.9831616735,2.22920458711425,0.083283888297096,26.7663365951656,7.97036284110076e-158,2.63480999888535e-156
"YKL096W",2534.86817689338,1.34609139468091,0.0991494481737685,13.5763881642766,5.52862385559912e-42,5.48002056895649e-41
"YKL093W",1866.53081279585,1.18305654075627,0.0600134037146585,19.7132051763179,1.66105316065387e-86,2.95433511447e-85
"YKL085W",16217.627601624,1.7675014704472,0.0582419370462977,30.347573588464,2.70468820130063e-202,1.27443293306061e-200
"YKL068W-A",9984.65688395287,-2.88723663441397,0.0803191396701659,-35.9470562841003,5.62680977082128e-283,4.13112522011227e-281
"YKL067W",7845.14596514128,1.09893754383646,0.0649941405573648,16.9082556429302,3.91114576738638e-64,5.49999429293487e-63
"YKL065W-A",796.459162421055,3.1221009661155,0.142005053884928,21.9858440295052,3.93412217089918e-107,8.56553358174393e-106
"YKL050C",1365.55165198559,1.34574801410823,0.0701819796659508,19.1751218833333,5.97283375467183e-82,1.0110582393297e-80
"YKL026C",1901.25942466186,1.59864998629981,0.0670637248308091,23.8377750465388,1.35603097532655e-125,3.43854601534611e-124
"YKL016C",11510.8939720151,1.58439524999488,0.0588433308511819,26.9256554154269,1.10001574125781e-159,3.69441456930949e-158
"YNCK0015C",87.6870078809658,1.20411009067465,0.196545251259705,6.12637590049731,8.99032666734952e-10,2.70825012297924e-09
"YKL001C",18839.775058851,-4.38062573201098,0.104251287777616,-42.0198716523819,0,0
"YKR016W",3191.45042610809,1.03500502681283,0.0569330444737437,18.1793374371566,7.52372820739864e-74,1.18762049753788e-72
"YKR034W",1475.97686006156,1.18061628213368,0.071336321903231,16.5500021676924,1.60096891352027e-61,2.18326516629956e-60
"YKR041W",207.015692459802,-1.22086836574254,0.130854210610902,-9.32998915390515,1.05881742181618e-20,5.53424933886369e-20
"YKR049C",2962.48891827874,1.16051669155162,0.0730073118084761,15.8958967643688,6.76533510794422e-57,8.75334546548357e-56
"YNCK0020C",298.53209598464,1.08733660218349,0.117428110409697,9.25959379223479,2.05211414806895e-20,1.05771826374754e-19
"YKR069W",13342.0657870043,-3.39800159355839,0.0711734162917968,-47.7425669666784,0,0
"YKR075C",5669.42209810856,1.99860926458758,0.098428697156159,20.305148014067,1.15794725788173e-91,2.19557927515473e-90
"YKR097W",12090.6081806289,4.62765931219969,0.0574768958290554,80.513382733177,0,0
"YLL062C",1611.93543114262,-1.58082339925335,0.0802663401099265,-19.694723804379,2.3929844555252e-86,4.23229799781123e-85
"YLL061W",2597.74359943685,-1.69004562991516,0.0756574151444998,-22.3381360133346,1.57478562563853e-110,3.55114158581489e-109
"YLL055W",3678.98010167158,-1.66483324040347,0.0998023180855285,-16.6813083337076,1.79249725994096e-62,2.47654873069305e-61
"YLL053C",411.018071858475,-2.07567346739977,0.105228043969523,-19.7254780104146,1.3031969171227e-86,2.3244026369245e-85
"YLL052C",359.101005679187,-2.11613378874062,0.108367464859566,-19.5273903609624,6.42393450977868e-85,1.11125267108884e-83
"YLL041C",13328.7039400655,2.40855741969875,0.0625595254888689,38.5002507751965,0,0
"YLL026W",27458.4607248327,1.31165586524393,0.0773111504507916,16.9659338607152,1.4674802652097e-64,2.07750457276548e-63
"YLR004C",23052.8688045967,-3.7434633850793,0.0907076981091757,-41.2695224673618,0,0
"YLR023C",11971.7600977868,1.54608505538892,0.0998383127291696,15.4858892656066,4.32046890254654e-54,5.34890993150566e-53
"YLR034C",5196.03562920799,-1.65429430915394,0.10622098258828,-15.5740821525452,1.09209396006582e-54,1.36815104441579e-53
"YLR037C",682.83050800131,1.00888795366042,0.0853872779862961,11.8154364145715,3.24857621070455e-32,2.56393877429857e-31
"YLR038C",3182.30239820681,2.69487582739272,0.0979061333844538,27.5250970928511,8.79356677058727e-167,3.15469207894818e-165
"YLR042C",983.950591666654,-1.0530797098293,0.0747069848426453,-14.0961345454831,4.01148609776118e-45,4.26406114836096e-44
"YLR058C",46520.1178604,-1.92039091778493,0.0583077829664103,-32.9354130801238,6.84333491041209e-238,3.92807423857654e-236
"YLR069C",2246.52322159587,1.02775027084416,0.056439779200622,18.209679155386,4.32473747278022e-74,6.8437073692066e-73
"YLR070C",651.851393311207,1.02371942582059,0.0824027564900214,12.4233638463849,1.95178810769371e-35,1.65862585625547e-34
"YLR092W",21544.9879758528,-3.99170004318454,0.0890799619593611,-44.8103025123157,0,0
"YLR106C",6034.27502809892,1.05670932550374,0.0872432318466906,12.112221236378,9.09960748539545e-34,7.50064251472413e-33
"YLR111W",62.3162400956658,-2.24062054954015,0.249673904658316,-8.97418796171947,2.85449542393668e-19,1.41137698564888e-18
"YLR130C",22314.1411166064,-1.71869189975721,0.0588166743700254,-29.2211676053739,1.04419039317706e-187,4.45474198818914e-186
"YLR134W",20000.1869358015,-5.12975588202911,0.0793531467786711,-64.6446434737723,0,0
"YLR136C",6848.01828174977,-1.1380476011909,0.198534567791817,-5.73223904455899,9.91134523749239e-09,2.80251830853233e-08
"YLR146W-A",548.873123660988,1.12652015465895,0.086964692356077,12.953764615718,2.23708500243468e-38,2.02363247927973e-37
"YLR179C",38180.2545647354,-1.95040373865189,0.0484297845250949,-40.2728147105681,0,0
"YLR180W",29242.9578423481,-2.80361198726451,0.0647478308103167,-43.30047743959,0,0
"YNCL0032C",30.4559957884825,-1.34697752536313,0.356846492097961,-3.77466937518154,0.000160220018582594,0.000307112688928505
"YLR227W-B",210.098048084166,-1.81196613032484,0.132408143455677,-13.6847030932912,1.25317979116419e-42,1.26804121817479e-41
"YLR237W",35988.0306733697,-1.50610106710593,0.0784763105263024,-19.1917924913295,4.33428749649654e-82,7.3764666449809e-81
"YLR295C",7748.23373602756,1.82047689397855,0.0664418943447756,27.399533260323,2.77786861543203e-165,9.69031073913691e-164
"YLR302C",34.3721527038975,-2.797828650595,0.377498617468949,-7.41149376745767,1.24884668659329e-13,4.68800117666469e-13
"YLR303W",108231.694202733,-5.18941148935327,0.18063094730746,-28.7293598727584,1.64037293806497e-181,6.63930431470656e-180
"YLR308W",240.072130945668,1.15003903929412,0.192912784538156,5.9614454378821,2.50016401439055e-09,7.34234213342416e-09
"YLR327C",22389.4332676311,3.91355128585805,0.0888116320432517,44.0657512515042,0,0
"YLR364W",1291.98528961549,-1.81364510863133,0.100575774338593,-18.0326238655206,1.08040835994227e-72,1.68022127701367e-71
"YLR367W",6264.64153765845,1.36076532658903,0.0548974851934247,24.7873891088915,1.22618873343998e-135,3.44095807241779e-134
"YLR395C",3229.88149142169,2.42015653871659,0.0833730164031889,29.0280553963983,2.91247941349015e-185,1.22595966778512e-183
"YLR420W",4107.25989941277,-1.39272452374741,0.0496564101961216,-28.0472252876667,4.31824753312577e-173,1.6229413645331e-171
"YLR452C",1877.19985587668,-2.15628833565828,0.0636754221049582,-33.8637462364051,2.27777084074554e-251,1.36969953223499e-249
"YLR461W",109.920784774028,-1.24066213086919,0.173552076087907,-7.14864471134746,8.7638830518557e-13,3.12468376981529e-12
"YML128C",12264.8665471757,1.30947201302671,0.0596014708771637,21.9704647176489,5.52008661615881e-107,1.19772601011776e-105
"YML120C",5015.02582561159,1.98473544820626,0.072359645006005,27.4287615430058,1.24526971147047e-165,4.36812942123586e-164
"YML091C",5710.65429173205,1.74894469510011,0.0735332186538983,23.7844164462858,4.84197090702851e-125,1.21801610784773e-123
"YML081C-A",6903.2181524531,1.99726978532696,0.0583055860150772,34.2552047210448,3.6486724469065e-257,2.32704220502704e-255
"YML054C-A",89.1660371611767,-1.02694724660821,0.182654109574725,-5.62236047685571,1.88365687965149e-08,5.22996247434298e-08
"YNCM0008C",27.020795560081,-1.34732139803314,0.332498789623782,-4.05210918078114,5.07579669974215e-05,0.000102719808853115
"YML018C",7205.95000660835,-1.55375836341947,0.0575262412261783,-27.0095582520418,1.14127735635284e-160,3.87420711183432e-159
"YML009C",1917.31606811905,1.01906975559242,0.0554029131006146,18.3937937296138,1.47302671851951e-75,2.37262517875822e-74
"YNCM0013W",81.5943657922661,1.00630281310312,0.19466631232335,5.16937317552717,2.34880466235104e-07,5.92266479156727e-07
"YMR015C",8266.96305400135,1.54440696848938,0.257472071750104,5.99834754112027,1.99335544938647e-09,5.89786612344245e-09
"YMR018W",556.858635671058,-1.14041067437777,0.0897931904786499,-12.70041378749,5.88178913792139e-37,5.12242987818423e-36
"YMR020W",4536.13680166823,-1.0471428068446,0.0615481030377336,-17.0134050468237,6.5328093168168e-65,9.33216244940753e-64
"YMR040W",968.864989914085,1.11644589233339,0.0753367501683047,14.819406064626,1.09750551004125e-49,1.27149537438541e-48
"YMR045C",241.127627713937,-1.79025282298538,0.125881929738308,-14.221682386877,6.72173086090454e-46,7.25487327448739e-45
"YNCM0020W",11.010446248204,-2.19317624692012,0.583856168224647,-3.75636392365091,0.000172399942537846,0.00032906083348971
"YMR058W",16809.8463374554,-2.05799632113916,0.167342391855392,-12.2981170420796,9.27101981721333e-35,7.81362379681732e-34
"YMR062C",16338.9411000974,-2.08731491509993,0.0489298616388093,-42.6593259246896,0,0
"YMR081C",2541.12524948112,1.80699591822606,0.0699348395025658,25.8382793337184,3.29540300621077e-147,1.04035872906074e-145
"YMR094W",1028.30934964104,-1.17387865665185,0.0703317942979167,-16.6905830907632,1.53464602621708e-62,2.129616485612e-61
"YMR095C",1900.32991708494,-1.93881229733613,0.0845303308036138,-22.9362913749918,2.0192699952521e-116,4.7751575842778e-115
"YMR096W",24633.1193167293,-2.52663961250915,0.0964650488020243,-26.1922804568792,3.25392779489948e-151,1.04290863436525e-149
"YMR101C",208.059905853842,1.31500548845275,0.127288287314746,10.3309229481668,5.10668367946143e-25,3.17358275119286e-24
"YMR105C",17553.4506100577,1.87320973221107,0.0933903960663166,20.0578411818803,1.72408242878055e-89,3.18299896354397e-88
"YMR107W",3452.97759800527,1.97896883748032,0.0787675428738364,25.1241661892396,2.70814810038764e-139,7.87983737596662e-138
"YMR110C",3443.49039062441,1.27367848191725,0.0487924209853068,26.1040230469565,3.28186335817053e-150,1.04654975977216e-148
"YMR114C",4138.40687710106,1.56781437941619,0.0476196941977791,32.9236549253041,1.00827107124945e-237,5.73533652600811e-236
"YMR118C",2639.82732674814,2.20733285563933,0.0591602258025104,37.311095853621,1.08451427678107e-304,8.89301706960475e-303
"YMR120C",24585.4556915895,-1.08679372289736,0.0673485093209198,-16.1368638126603,1.40501330686792e-58,1.85203632976284e-57
"YMR145C",1119.33516114219,1.71475694373957,0.0864831774075194,19.8276357916341,1.71933365330058e-87,3.10167791055424e-86
"YMR174C",7282.84025786102,2.92869055260119,0.0585382155027954,50.0304036849455,0,0
"YMR175W",27525.8477364629,6.46153697068028,0.0969195280882735,66.6690923710974,0,0
"YMR175W-A",1267.60342217465,5.49968409292534,0.141392612001596,38.8965449825855,0,0
"YMR189W",10357.3136043357,-2.06880803545868,0.0435834266219948,-47.467769191297,0,0
"YMR191W",3962.06204603788,1.01611014225657,0.0474638780773747,21.4080724840925,1.12364858258259e-101,2.3034795942943e-100
"YMR206W",2666.76009164022,2.57382858379634,0.0566818658595961,45.4083249512613,0,0
"YMR252C",2879.96712904279,1.03401692348936,0.0775643548200235,13.331083922359,1.52663320733773e-40,1.47387799252759e-39
"YMR256C",3109.85762422887,2.71223313310746,0.0844398476067176,32.1202987686549,2.29604494997204e-226,1.21825443816164e-224
"YMR265C",1714.55421588502,-2.61627436467721,0.0731253959885785,-35.7779172243504,2.43572309113645e-280,1.76771903418799e-278
