"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","16/299","24/6447",0.666666666666667,14.3745819397993,14.4754039174242,1.62675120725559e-16,6.88658011071534e-15,5.9199066489602e-15,"YBL099W/YBR039W/YDL004W/YDR298C/YDR322C-A/YDR377W/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",16
"GO:0009201","ribonucleoside triphosphate biosynthetic process","16/299","28/6447",0.571428571428571,12.3210702341137,13.2387392337955,5.68150596609928e-15,2.29584491084648e-13,1.97357575664501e-13,"YBL099W/YBR039W/YDL004W/YDR298C/YDR322C-A/YDR377W/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",16
"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","12/299","15/6447",0.8,17.2494983277592,13.8939708860719,3.20875916536198e-14,1.24025517304643e-12,1.06615979590517e-12,"YDR529C/YEL039C/YEL024W/YFR033C/YGR183C/YHR001W-A/YJL166W/YJR048W/YOR065W/YPR191W/Q0105/Q0120",12
"GO:0055085","transmembrane transport","62/299","484/6447",0.128099173553719,2.76205810000276,8.88841483822451,4.31013654214018e-14,1.59654641081776e-12,1.37243821473411e-12,"YBL099W/YBL075C/YBL045C/YBL042C/YBL030C/YBR021W/YBR039W/YBR296C/YBR298C/YCL040W/YDL004W/YDR277C/YDR298C/YDR322C-A/YDR342C/YDR343C/YDR377W/YDR529C/YDR536W/YEL069C/YEL024W/YFL011W/YFR033C/YFR053C/YGL191W/YGL187C/YGR183C/YGR243W/YHR001W-A/YHR051W/YHR096C/YJL166W/YJR077C/YJR121W/YKL221W/YKL217W/YKL016C/YKR016W/YLR038C/YLR295C/YLR395C/YML120C/YML081C-A/YMR256C/YNL318C/YNL052W/YNR002C/YNR072W/YOL077W-A/YOR065W/YOR092W/YPL271W/YPL147W/YPL134C/YPL078C/YPL036W/YPR020W/YPR191W/YPR192W/Q0055/Q0105/Q0120",62
"GO:0009142","nucleoside triphosphate biosynthetic process","16/299","32/6447",0.5,10.7809364548495,12.2312519295891,9.47848468355111e-14,3.37054915347077e-12,2.8974231074771e-12,"YBL099W/YBR039W/YDL004W/YDR298C/YDR322C-A/YDR377W/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",16
"GO:0006163","purine nucleotide metabolic process","29/299","140/6447",0.207142857142857,4.46638795986622,9.14415513008918,4.62338894740749e-12,1.56881686752539e-10,1.3486010843922e-10,"YBL099W/YBR039W/YBR117C/YCL040W/YDL085W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YDR516C/YFR053C/YGR043C/YGR256W/YIL155C/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML120C/YML081C-A/YMR145C/YOL077W-A/YPL271W/YPL134C/YPL078C/YPL061W/YPR020W",29
"GO:0009205","purine ribonucleoside triphosphate metabolic process","19/299","58/6447",0.327586206896552,7.06337216007381,10.2288213461727,4.76468564940219e-12,1.56881686752539e-10,1.3486010843922e-10,"YBL099W/YBR039W/YCL040W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR516C/YFR053C/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",19
"GO:0009152","purine ribonucleotide biosynthetic process","17/299","46/6447",0.369565217391304,7.96851824923659,10.459459901207,7.00399565277961e-12,2.22376861975753e-10,1.91161685861579e-10,"YBL099W/YBR039W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",17
"GO:0046034","ATP metabolic process","18/299","53/6447",0.339622641509434,7.32290023348268,10.1925244865838,8.80157058801499e-12,2.6981366388777e-10,2.31939754878362e-10,"YBL099W/YBR039W/YCL040W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR516C/YFR053C/YJL116C/YJR121W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",18
"GO:0009144","purine nucleoside triphosphate metabolic process","19/299","60/6447",0.316666666666667,6.82792642140468,10.0012674815878,9.45018917211712e-12,2.80040605800404e-10,2.40731134700247e-10,"YBL099W/YBR039W/YCL040W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR516C/YFR053C/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",19
"GO:0009199","ribonucleoside triphosphate metabolic process","19/299","63/6447",0.301587301587302,6.50278706800446,9.67877421618892,2.49574221079988e-11,7.15714459806805e-10,6.15249183375455e-10,"YBL099W/YBR039W/YCL040W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR516C/YFR053C/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",19
"GO:0072521","purine-containing compound metabolic process","32/299","190/6447",0.168421052631579,3.63147333215983,8.11907421962242,1.13485455529725e-10,3.15276781143517e-09,2.71021186561119e-09,"YAL054C/YBL099W/YBR039W/YBR117C/YCL040W/YDL085W/YDL004W/YDR148C/YDR298C/YDR322C-A/YDR377W/YDR399W/YDR516C/YFR053C/YGR043C/YGR244C/YGR256W/YIL155C/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML120C/YML081C-A/YMR145C/YOL077W-A/YPL271W/YPL134C/YPL078C/YPL061W/YPR020W",32
