"","SRR1166442_Aligned.sortedByCoord.out.bam","SRR1166443_Aligned.sortedByCoord.out.bam","SRR1166444_Aligned.sortedByCoord.out.bam","SRR1166445_Aligned.sortedByCoord.out.bam","SRR1166446_Aligned.sortedByCoord.out.bam","SRR1166447_Aligned.sortedByCoord.out.bam"
"YAL034W-A",4.81016244828538,4.77816340836005,4.71349568634301,5.10552379190264,5.01846417151273,4.98382676159494
"YAL034C",5.78228684535391,5.8532422554117,5.70130386606414,6.20278423458605,6.36033932946875,6.20658440912393
"YAL033W",5.50636727544617,5.42906699971869,5.5796461115188,5.80795802217966,5.72721962137897,5.60501819745548
"YAL032C",5.6528964715466,5.67381374515425,5.75533907391225,6.19289948433251,6.16683849502458,6.16703645140119
"YAL031C",5.54025342904392,5.49025058540806,5.49888396508164,5.31818636962376,5.29262163184165,5.27713755678939
"YAL030W",8.0041118794512,7.98425066923932,7.9627914882392,8.11490529274509,8.01151640013978,7.97844146147095
"YAL029C",4.57555435532109,4.58563414142269,4.58040918310752,4.49683806647616,4.4378478922457,4.55908452876186
"YAL028W",4.98160343157952,4.98968294629803,4.94324240631187,5.01136142249123,4.99100123824071,4.89413556042402
"YAL027W",4.94988388336749,4.82225237776486,4.87232557946477,5.24795826273398,5.22361158626151,5.32645323313661
"YAL026C",4.8012957811319,4.89142547441806,4.86914700841331,4.71275984696137,4.7433304044339,4.72461423830324
"YNCA0001W",2.31013395356317,1.94396818193638,2.01515981778736,1.15633674304373,1.2657318682704,0.925343352548437
"YAL025C",6.56539653631085,6.74131782082242,6.78938167928327,7.11161840901961,7.11005883648679,7.18678502686101
"YAL024C",3.08780680340289,3.01833583406257,3.15656150799791,3.27714662399242,3.25321203428608,3.43908485656706
"YAL023C",7.08196489415262,7.13182433460699,7.23492343222356,7.05178065733954,6.95877819916687,7.10878903373971
"YAL022C",5.96349803105977,5.97951418362934,6.01322452689911,5.17290522911665,5.26709527439227,5.16565971163164
"YAL021C",5.80237235295412,5.80163447126668,5.84396944576387,5.93106507281357,5.94028772684013,5.97526915378688
"YAL020C",5.79545667197063,5.75133089425629,5.77290682688932,5.84825728098159,5.72195129632592,5.79102387163408
"YAL019W",4.86499673237831,4.92493556237067,4.83810365345783,5.06994950946787,5.05896341543197,5.11707680799522
"YAL018C",4.04884084507239,3.80143527499774,3.69585544139898,4.67680599197,5.18057231610117,4.65662810109664
"YAL017W",4.84449112232737,4.82621645826536,4.88711542684238,5.09590417633024,5.081839163326,5.06161863091096
"YAL016W",6.89463093941983,6.88425308212709,6.8391171174152,7.04764094600693,7.08651903448305,6.9863086271985
"YAL015C",5.79750480581699,5.80877653161522,5.82617541756075,5.42400774143487,5.38601303156056,5.39823850184935
"YAL014C",6.91273163131793,6.9688782845648,6.98948160969679,6.81807326876544,6.70300828031825,6.77014478012495
"YAL013W",6.62118661827034,6.62317543794319,6.66054437879758,6.40344603609639,6.33296525519013,6.39133163223024
"YAL012W",9.77400402782766,9.79188065145547,9.57119420583435,6.95165463393125,7.06004737700703,6.89432681853887
"YAL011W",4.8153389292716,4.88956413098223,4.78504705952334,5.27604826617494,5.1933401933271,5.23074999939203
