"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"YLR302C",34.3721527038975,-2.79782905595852,0.377495186866194,-7.41156219549424,1.24820234823527e-13,4.68279835220291e-13,"Down"
"YLR303W",108231.694202733,-5.18941148935328,0.18063094730746,-28.7293598727585,1.6403729380643e-181,6.63930431470385e-180,"Down"
"YLR364W",1291.9852896155,-1.81364512214074,0.100580863238589,-18.0317116372183,1.09838269098682e-72,1.70397747196333e-71,"Down"
"YLR420W",4107.25989941278,-1.39272457735276,0.0496535846300108,-28.04882241092,4.12884087025209e-173,1.55175602706974e-171,"Down"
"YLR452C",1877.19985587668,-2.1562885222488,0.0636734312510873,-33.8648079721946,2.19725982522728e-251,1.32128557490334e-249,"Down"
"YLR461W",109.920784774028,-1.24066221169889,0.173547668816371,-7.14882671810253,8.75227275587352e-13,3.12100694758864e-12,"Down"
"YML054C-A",89.1660371611768,-1.0269471221402,0.182647732662549,-5.62255609292198,1.88152443409198e-08,5.22425034162566e-08,"Down"
"YNCM0008C",27.020795560081,-1.34732070514143,0.332487822047435,-4.05224076131489,5.07294208487996e-05,0.000102662039499782,"Down"
"YML018C",7205.95000660835,-1.55375836138481,0.05752643087844,-27.0094691719722,1.14403034921402e-160,3.88355248652544e-159,"Down"
"YMR018W",556.858635671059,-1.14041067028221,0.0897915468639513,-12.700646220185,5.86434555779159e-37,5.10723832439946e-36,"Down"
"YMR020W",4536.13680166824,-1.04714280069769,0.0615486801158345,-17.0132454299097,6.55063505794288e-65,9.35762664159532e-64,"Down"
"YMR045C",241.127627713937,-1.79025300141593,0.125878353004714,-14.2220879021899,6.6828882008447e-46,7.21294976070657e-45,"Down"
"YNCM0020W",11.010446248204,-2.19317504547943,0.583843212858672,-3.75644521881308,0.000172343975506721,0.00032895400887226,"Down"
"YMR058W",16809.8463374554,-2.05799632113916,0.167342391855393,-12.2981170420795,9.27101981722495e-35,7.80496255012778e-34,"Down"
"YMR062C",16338.9411000974,-2.0873149327827,0.048928578674587,-42.6604448632151,0,0,"Down"
"YMR094W",1028.30934964104,-1.17387872681437,0.0703294030684392,-16.6911515752813,1.52010199349217e-62,2.10943384327683e-61,"Down"
"YMR095C",1900.32991708494,-1.93881220287557,0.084534022866579,-22.9352885043177,2.06634479972897e-116,4.88647979980851e-115,"Down"
"YMR096W",24633.1193167293,-2.52663959522308,0.0964725529735872,-26.1902428964935,3.43256112560738e-151,1.10016197700939e-149,"Down"
"YMR120C",24585.4556915895,-1.08679371578427,0.067351191536663,-16.1362210673387,1.41971761962166e-58,1.87141900841152e-57,"Down"
"YMR189W",10357.3136043357,-2.06880804851968,0.0435798377204429,-47.4716785728008,0,0,"Down"
"YMR265C",1714.55421588502,-2.61627432747681,0.073125040129165,-35.778090827103,2.42062958433154e-280,1.75676496499648e-278,"Down"
"YMR301C",2822.54927178303,-1.26911019795639,0.0674673792695302,-18.8107232220528,6.16904113869845e-79,1.01966821334403e-77,"Down"
"YNL331C",2197.8358313364,-1.55912069891761,0.0675806100515417,-23.070533067525,9.15294200656813e-118,2.20578915379661e-116,"Down"
"YNL311C",2351.09991404763,-1.15469320120394,0.0511892873990547,-22.557321265333,1.13809103578817e-112,2.63220029302802e-111,"Down"
"YNL284C-B",299.841327615163,-2.14958948678997,0.11756364624115,-18.2844744571861,1.10018797042416e-74,1.75418859728741e-73,"Down"
"YNL279W",2082.6498072204,-1.04487270546087,0.0589889849164348,-17.7130138269215,3.32767509417108e-70,5.05070686168178e-69,"Down"
"YNL277W",16639.9351954221,-3.65843102944298,0.0867012476558556,-42.1958291069171,0,0,"Down"
"YNL254C",11174.842036924,-1.03108851723631,0.0697329834459705,-14.7862383951378,1.79721030976848e-49,2.06695553658984e-48,"Down"
"YNL234W",1232.0183424081,-1.20761215880598,0.10550290223174,-11.4462458687007,2.45551177977861e-30,1.83263609663382e-29,"Down"
"YNL221C",5678.52847803147,-1.34498247418293,0.0549123951433914,-24.4932400175009,1.74364976226548e-132,4.68485302082735e-131,"Down"
"YNL191W",2996.79714708507,-1.46047756162472,0.0517809204804576,-28.2049362597931,5.08672949518242e-175,1.95839085564523e-173,"Down"
"YNL145W",267.527678583755,-1.81859728051263,0.12314131694117,-14.768376087625,2.34290211617585e-49,2.6847702289536e-48,"Down"
"YNL104C",44843.6880277986,-1.50656608484849,0.0461419713490021,-32.6506657778737,7.84072616581325e-234,4.30489956616912e-232,"Down"
"YNL097C-B",123.590778670753,-1.08906984865559,0.16397727445095,-6.64159013681716,3.10316884878162e-11,1.01572877714915e-10,"Down"
"YNL066W",8488.39707249246,-1.01634873472903,0.0649421089975642,-15.6500728174249,3.31839611977365e-55,4.19886835676369e-54,"Down"
"YNL054W-B",836.097323958119,-1.12328011904111,0.105138062585472,-10.6838578857009,1.21130789119224e-26,7.91738925982177e-26,"Down"
"YNL042W-B",63.2103770653641,-1.51725276087102,0.236154797474224,-6.42482294282683,1.32023094455535e-10,4.17632173543211e-10,"Down"
"YNL034W",137.649143682012,-1.67663124090657,0.179172912669392,-9.35761559003211,8.15563636617089e-21,4.28408386156431e-20,"Down"
"YNL024C",757.151115293867,-1.21313224955609,0.0809747653233907,-14.9816087111976,9.68442034867530e-51,1.14294261834646e-49,"Down"
"YNL018C",248.987841167884,-2.42261016962619,0.142367296169614,-17.0166199317288,6.18389356749316e-65,8.85376507599814e-64,"Down"
"YNR044W",1926.65954762316,-2.00319198473497,0.0658894654682766,-30.4023104527906,5.11994908911148e-203,2.4306284623045e-201,"Down"
"YNR068C",1480.75388595531,-1.02982975542722,0.060597802668023,-16.9945065676557,9.01860648847485e-65,1.27962879479169e-63,"Down"
"YNR069C",1717.61101452433,-1.43090639466416,0.070504805758882,-20.2951611491235,1.41888781420978e-91,2.68229271225166e-90,"Down"
"YOL158C",4791.70901648744,-2.42564362845441,0.0544565282357783,-44.5427519351252,0,0,"Down"
"YOL154W",356296.092776006,-1.07557577765744,0.0820003001143385,-13.1167297699849,2.64087068506065e-39,2.44852533120014e-38,"Down"
"YOL143C",18347.3989691659,-1.31755772525978,0.056943496848826,-23.1379841100669,1.92083587736688e-118,4.6468037278523e-117,"Down"
"YOL140W",3630.88287672662,-1.22116504161698,0.0475747371600747,-25.6683507784421,2.63836787318108e-145,8.08672560741036e-144,"Down"
"YOL119C",5485.24821020346,-1.73784114608207,0.0478782556938021,-36.2970856164051,1.79859942453197e-288,1.35194723410653e-286,"Down"
"YOL118C",588.657134233087,-1.24855468255206,0.0834920977183921,-14.9541659231425,1.46303250839817e-50,1.72022109088008e-49,"Down"
"YOL107W",670.663270868209,-1.38650494278638,0.0808233266574291,-17.1547621228596,5.79066748356035e-66,8.38584277321103e-65,"Down"
"YOL104C",467.24574308605,-2.51352252879079,0.133199171946447,-18.8704065653003,1.99755774365647e-79,3.31909989301236e-78,"Down"
"YOL103W-B",34.1185294044601,-1.24813332237634,0.301489216536679,-4.13989374715992,3.47466722671189e-05,7.13929348176338e-05,"Down"
"YOL085C",71.5313775686278,-1.00966711010651,0.203563798071525,-4.95995417491546,7.05098108178158e-07,1.70836126440402e-06,"Down"
"YOL064C",12572.0081269336,-2.67751910491882,0.0709792139580511,-37.7225803951737,2.11843234439581e-311,1.80753808412367e-309,"Down"
"YOL058W",40563.9030138065,-2.4377461818148,0.041309463600118,-59.0118091440875,0,0,"Down"
"YOL055C",22447.8196061323,-2.3679414693478,0.174173266451674,-13.595321013313,4.26883576633128e-42,4.25804566012886e-41,"Down"
"YOR032W-A",93.6822535458173,-1.72669583220593,0.189755948611136,-9.09956101426061,9.06976731900728e-20,4.59234249015333e-19,"Down"
"YOR047C",2809.42161451655,-1.92195425683402,0.059427169900206,-32.341339156172,1.83636062305804e-229,9.91006920853714e-228,"Down"
"YOR049C",2152.43452845764,-1.06610959897638,0.0536253584526011,-19.880698791388,5.97952405732987e-88,1.08803212962481e-86,"Down"
"YOR107W",2152.33795994605,-1.13574128855961,0.101853426453205,-11.1507420821174,7.10116539713447e-29,5.03783801320304e-28,"Down"
"YOR130C",2596.7121701886,-1.42784782873392,0.0564749553391517,-25.2828500732617,4.9321165382575e-141,1.4552048515214e-139,"Down"
"YOR143C",1918.31667655596,-1.06140472680938,0.0572711294976634,-18.5329805107596,1.11912818496471e-76,1.81649752181676e-75,"Down"
"YOR177C",850.816647377725,-1.12753046792354,0.0811213838492196,-13.8993002143464,6.39636664275374e-44,6.59912728469724e-43,"Down"
"YOR184W",23801.4364416596,-1.64560384293705,0.0451331716816629,-36.4610724578357,4.5931787992746e-291,3.49413625766504e-289,"Down"
"YOR192C",2111.65976778751,-1.37850669940297,0.0705684257245921,-19.5343269351492,5.60803398889181e-85,9.72778203457773e-84,"Down"
"YOR192C-B",53.9161956446388,-1.39994573064702,0.237455398211163,-5.89561551850709,3.73287248215002e-09,1.08414704932361e-08,"Down"
"YOR202W",365529.767138796,-1.34900304469475,0.0963862654684001,-13.995801560929,1.65354777407694e-44,1.73142630937343e-43,"Down"
"YOR222W",4691.52623561975,-1.7004563754156,0.0485957686173165,-34.9918608923835,2.9919300469218e-268,1.96781732461086e-266,"Down"
"YOR226C",5039.85716420688,-1.07312404154299,0.0603622953755029,-17.77805225708,1.04549465951357e-70,1.59450562322915e-69,"Down"
"YOR302W",2321.95917494794,-1.41096321363797,0.0694531306785903,-20.3153291990179,9.41169201450911e-92,1.7953300114686e-90,"Down"
"YOR303W",35695.1762488443,-1.3136774791557,0.0465091974522507,-28.2455417663228,1.61462047099921e-175,6.25442555453313e-174,"Down"
"YOR337W",3943.06872842429,-1.4761401839869,0.0689664592495231,-21.4037403115937,1.23308189451972e-101,2.5196372433649e-100,"Down"
"YOR382W",20312.5762265265,-1.95920492906928,0.173022893120755,-11.3233855574356,1.00513651275863e-29,7.33691553937342e-29,"Down"
"YOR383C",53000.5925841012,-2.59847533771916,0.198857279947231,-13.0670365118576,5.08065239855501e-39,4.67627394234349e-38,"Down"
"YOR384W",3266.05356413558,-1.0659270755062,0.0534165316826883,-19.9550034779149,1.35613576141648e-88,2.49639685060749e-87,"Down"
"YOR387C",46510.8920679241,-5.30914193360538,0.31132658540622,-17.0532880341009,3.30412182663846e-65,4.74141482122619e-64,"Down"
"YOR388C",56.2343018444746,-1.59475206581048,0.254439853686532,-6.26769762167527,3.6642544036275e-10,1.12859035631727e-09,"Down"
"YPL275W",24.0911191676507,-1.43009651506064,0.361192769651292,-3.95937193438646,7.51471278932879e-05,0.000149254157130613,"Down"
"YPL274W",20166.2723535981,-1.91408888095272,0.0496572439416394,-38.5460152239276,0,0,"Down"
"YPL264C",1734.67936578623,-1.99927469123329,0.0598055875601475,-33.4295635708383,5.10062297496808e-245,2.9546177489861e-243,"Down"
"YPL258C",3233.59196921121,-1.32722813138939,0.103305149660791,-12.8476473413709,8.86659788004285e-38,7.92970240999866e-37,"Down"
"YNCP0001C",27.2285031769093,-1.42417970442964,0.349378624193281,-4.0763218062298,4.57536879108897e-05,9.30398664957673e-05,"Down"
"YPL250C",25413.184273585,-3.3619763194262,0.0682839465468063,-49.2352374085713,0,0,"Down"
"YPL214C",6894.90653366851,-1.31198324804829,0.057081668450321,-22.9843184978052,6.68937121159304e-117,1.58784548233077e-115,"Down"
"YPL188W",2855.1400825911,-1.31722622328396,0.0532397958954786,-24.7413837924916,3.8384011550299e-135,1.07237455278136e-133,"Down"
"YPL058C",2275.31472704572,-1.03588315033866,0.0549714357069477,-18.8440257565938,3.28966302512929e-79,5.45168827839011e-78,"Down"
"YPR064W",253.469323718299,-1.71255741954304,0.146167505013949,-11.7164031730555,1.05037628839271e-31,8.18774800606366e-31,"Down"
"YPR121W",8639.8529696403,-3.31412083483547,0.0740871436611184,-44.7327386515881,0,0,"Down"
"YPR145W",25073.2238132007,-1.39683356967737,0.0586974519048329,-23.7971755902126,3.57239854719145e-125,9.02244977078674e-124,"Down"
"YPR158W-B",37.4776701457252,-1.59232054019293,0.304315198091378,-5.23247130008536,1.67258628863893e-07,4.29297147417327e-07,"Down"
"YPR158C-D",86.4316807059975,-1.60741585102774,0.208662608075285,-7.70342068401535,1.32471343206955e-14,5.23747063875211e-14,"Down"
"YPR167C",8850.6443106093,-3.72456559362966,0.081207623109821,-45.8647285931857,0,0,"Down"
"YPR168W",1254.18970546764,-1.31124718769574,0.0712071055001788,-18.4145553801853,1.00410510802562e-75,1.62146282661734e-74,"Down"
